word,synset_1,synset_2,synset_3,synset_4,synset_5,synset_6,synset_7,synset_8,synset_9,synset_10,synset_11,synset_12,synset_13,synset_14,synset_15,synset_16,synset_17,synset_18,synset_19,synset_20,synset_21,synset_22,synset_23,synset_24,synset_25,synset_26,synset_27,synset_28,synset_29,synset_30,synset_31,synset_32,synset_33,synset_34,synset_35,synset_36,synset_37,synset_38,synset_39,synset_40,synset_41,synset_42,synset_43,synset_44,synset_45,synset_46,synset_47,synset_48,synset_49,synset_50,synset_51,synset_52,synset_53,synset_54,synset_55,synset_56,synset_57,synset_58,synset_59,synset_60,synset_61,synset_62,synset_63,synset_64,synset_65,synset_66,synset_67,synset_68,synset_69,synset_70,synset_71,synset_72,synset_73,synset_74,synset_75,synset_76,synset_77,synset_78,synset_79,synset_80,synset_81,synset_82,synset_83,synset_84,synset_85,synset_86,synset_87,synset_88,synset_89,synset_90,synset_91,synset_92,synset_93,synset_94,is_saved
penodol,union,penodedig,arbennig,neilltuol,pendant,eglur,arbenigol,cymharol,nodedig,clir,sbesiffig,priod,diamwys,enwedig,gwrthrych penodol,teimlad penodol,sicr,priodol,manwl,trachywir,manwl gywir,ardal penodol,rhan penodol,addas,dyfais penodol,unigol,allwedd penodol,cwrs penodol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
personol,preifat,cyfrinachol,unigolyn,cudd,unigryw,penodol,manylion personol,agos,hunain,unigol,cyfarwydd,cyfeiriad personol,goddrychol,arbennig,datganiad personol,cyfrinach,cyfrin,nodedig,onest,cyfarfod personol,hunan,i'r unigolyn,tiwtor personol,anghynhwysol,neges personol,neilltuedig,anrheg personol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
plentyn,mab,merch,ifanc,plentynnaidd,disgynnydd,bychan,plentyndod,crwt,ieuenctid,crwtyn,pobl ieuainc,plant,crotes,personau ieuainc,anaeddfed,babi,genedigaeth,epil,plentyn y fam,hogyn,ieuanc,babanod,magu,person bach,hogen,disgybl,croten,etifedd,bachgen,y fechan,y bychan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
pobl,bodau dynol,gwerin,person,cenedl,cyhoedd,dynes,cymuned,cymdeithas,unigolion,grŵp o bobl,poblogaeth,dynion,pobloedd,bod dynol,dyn,torf,merched,enaidiau,eneidiau,personau,pawb,pobl hen,dynolryw,poblog,trigolion,person (capel),pobl ifanc,y ddynoliaeth,plant,dynoliaeth,grwp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
poen,trafferth,niwsans,poendod,baich,anghyfleuster,strach,byrdwn,anghyfleus,anhwylustod,anghyfleustra,anghylwystod,ffwdan,pla,poenedigaeth,helynt,problem,cur,tarfu,enynfa,anhawster,dirboen,gofid,trwbl,helbul,cythrudd,llidydd,anghyfforddus,dolur,dirboen,anaf,clwyf,trallod,dioddefaint,gofid,gloes,anghysur,ingoedd,ing,anafu,brifo,anhwylder,briw,poenydio,dolurio,artaith,niwed,niweidio,trueni,gwae,cur,anhwyldeb,loes,poenedigaeth,anghyfforddus,dioddefiant,atafaeliad,clais,salwch,ymdrech,ymgais,ymroddiad,straen,gweithgarwch,llafur,ceisio,anhwylustod,cur,trafferth,gwaith,egni,llafurus,bwriad,ansoddair,cynnig,stryffaglu,cais,brwydr,llafurio,pwysau,egnio,defosiwn,cwffio,dycnwch,dyfalbarhad,anhawster,menter,atafael,ymorddiad,,,,,,,0
posib,ymarferol,potensial,dichonadwy,cyraeddadwy,tebygol,credadwy,dichonol,cyfle,siawns,dymunol,gallu,cyrraeddadwy,creadwy,hap,cyflanwnadwy,hyfyw,a all fod,defnyddiol,dirnadwy,gobeithiol,dychmygol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
prif,pennaf,pwysicaf,uchaf,blaenaf,mwyaf,yn ffinio,canolog,prif adeilad,pwysig,hanfodol,prif fynedfa,arweiniol,goruchaf,gorau,blaenllaw,pennaeth,prif egwyddor,penodol,prif ddadl,arbenigol,trechol,sylfaenol,pen,anhepgor,cyntaf,gerllaw,arch,arbennig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
priodas,seremoni,uniad,cariad,defod,undeb,cwlwm,ymrwymiad,uniad ffurfiol,cyplu,seromoni,cytundeb,gwasanaeth,priodas aur,cyfuniad,partneriaid,dathliad,addewid,priodas arian,ffrindiau,cydsoddiad,priodas ddeimwnt,perthynas,teulu,uno,priod,traddodiad,rhwymiad,cynghrair,crefyddol,priodas ddirprwyol,priodas gyfunrywiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
pryd,achlysur,adeg,digwyddiad,dathliad,cyfnod,amser,pwynt,achos,rheswm,amgylchiad,sawl tro,peri,pwrpas,gwaith,sawl gwaith,diwrnod,dathlu,ar adeg o'r fath,galar,profiad,yr adeg honno,parti,bryd hynny,ennyd,bwyd,cinio,brecwast,swper,bwyta,te,cynhaliaeth,pryd cinio,blawd,pryd bwyd,pryd cyllell a fforc,ymborth,byrbryd,cegin,bwrdd,cytleri,cwrs,maeth,amser te,lluniaeth,golwg,edrychiad,gwedd,ymddangosiad,llun,delwedd,arwedd,wyneb,diwyg,ymddangos,cyflwyniad,eiliw,lliw,ffurf,delw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
prydferth,hardd,del,tlws,pert,prydweddol,golygus,pur,lluniaidd,deniadol,merch prydferth,glwys,dengar,golygfa prydferth,hudolus,blodyn prydferth,ciwt,telaid,cyfrwys,cain,gweddaidd,mirain,swynol,teg,glandeg,perffaith,syfrdanol,ceindeg,trawiadol,deiniadol,glan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
pwll,llyn,twll,dŵr,pydew,ffynnon,pwdel,pwdlac,twll â dŵr ynddo,cronfa ddŵr,afon,pant,corff o ddwr,pwdlo,patsh gwlyb,pwll nofio,llynwen,cronfa,rhwystr,ceubwll,dwr,pwll glo,croniad o ddŵr,casgliad o ddŵr,nofio,twll yn y tir,dwr glaw,hylif,gwlyb,glaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
pwysig,arwyddocaol,awdurdodol,gwerthfawr,dylanwadol,blaenllaw,sylweddol,cofiadwy,mawr,o bwys,newyddion pwysig,hanfodol,llythyr pwysig,cyhoeddiad pwysig,angenrheidiol,amlwg,mater pwysig,rhwysgfawr,terfynol,enfawr,elfen pwysig,enwog,pwysfawr,praff,difrifol,arbennig,strategol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
rasio,gwibio,rhedeg,rhuthro,carlamu,cystadlu,ras,brysio,rasio car,rasio beic,gyrru,rasio ceffylau,rhedeg yn wyllt,mynd yn gyflym,hela,hedfan,cystadleuaeth,cydymgeisio,sgrialu,digwyddiad,rhedfa,trac,ymgeisio,gornest,ennill,cymryd rhan,herio'i gilydd,colli,gwobr,cerdded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
recriwtio,listio,ymrestru,cyflogi,ymaelodi,cofrestru,anfon,newydd,pennu,chwilio,dechreuwr,dewis,newyddian,edrych am,galw,adfilwr,ceisio,talu,perswadio,codi,drafftio,gwirfoddoli,sicrhau gwasanaeth,ymholi,gweithio,hyfforddi,cyflenwi,apwyntio,aelodau newydd,nofydd,penodi,adnewyddu,cynnull,gorfodi,gyrru,dysgwr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
rhaglen,amserlen,rhaglen deledu,cwrs,cynllun,agenda,rhestr,sianel,maes llafur,trefniadau,rhaglen weithio,rhaglen waith,trefniant,darllediad teledu,rhaglen gyfrifiadur,system,polisi,darlleniad,cynlluniau,trefn,cyfres,cwricwlwm,atodlen,strategaeth,taflen,prosbectws,arweinlyfr,rhaglennu,llawlyfr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
rhaid,angen,angenrhaid,gorfodaeth,rhwymedigaeth,gorfod,rheidrwydd,anghenraid,cyfrifoldeb,angenrheidiol,eisiau,dyled,hanfodol,gorfodol,atebolrwydd,galwad,gofynnol,dyletswydd,gwerthfawrogiad,gofyniad,hollbwysig,dylestwydd,cymhelliad,dymuno,gorchymyn,anocheledd,rhwymo,boddio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
rhoi,cyfrannu,cyflwyno,rhoddi,darparu,trosglwyddo,rhodd,gosod,offrymu,anrhegu,gwobrwyo,cynnig,dodi,rhannu,danfon,estyn,talu,dosbarthu,caredigrwydd,gadael,cynhyrchu,aberthu,cyfleu,caniatau,lleoli,sbario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
rhyw,cyfathrach rywiol,cysgu,perthynas,gweithred rywiol,rhywiol,atgenhedlu,caru,cyfathrach rhywiol,cyfathrach,carwr,rhywioldeb,rhywogaeth,undeb,godineb,serch,uniad,atgenhedliad,chwant,cyplu,cysylltiad,atgynhyrchiad,ymgydio,epiliad,angerdd,carennydd,rhwymiad,canlyn,rhyw geneuol,agos,cariad,erotig,atyniad rhywiol,math,rhywogaeth,dosbarth,teip,categori,cenedl,gwrywaidd,benywaidd,dosbarth rhywiol,natur rhywiol,hiliogaeth,gradd,hogyn,rhywioldeb,hogan,llinach rhywiol,natur,menyw,grwp,hwn,brîd,gwryw,hon,cromosom,safon,hynod,hil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
serth,llethrog,syth,cribog,fertigol,unionsyth,diffwysol,llethr,grisiau serth,gogwyddo,clogwynog,tir serth,llafurus,perpendicwlar,gostyngiad serth,bryniog,yn gogwyddo,clogwyn,gallt,llym,uwch,allt serth,esgynnol,eithafol,dyrchafedig,cyfradd serth,graddiant,gormodol,llechweddog,serthochrog,uchel,cribol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
siarad,sgwrsio,llefaru,dweud,cyfathrebu,mynegi,clebran,adrodd,ymddiddan,sgwrs,mwydro,llais,cloncian,traethu,parablu,datgan,swynnwyr,gweiddi,ymgomio,trafod,darlitho,ymadroddi,areithio,ynganu,sibrwd,son,parablus,anerchiad,cyfleu,pregethu,mân siarad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sicrhau,gwarantu,diogelu,cadarnhau,amddiffyn,dilysu,gofalu,addunedu,gwneud siwr,dilsyu,ymrwymo,gwneud yn siwr,gwirio,gwneud yn sicr,sefydlu,i wneud yn siwr,trefnu,i sefydlu,mechnïo,asiwro,paratoi,gaddo,darparu,i gadarnhau,gwneud yn siŵr,tystio,ymdynghedu,addo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
siŵr,sicr,pendant,cadarn,saff,positif,hyderus,heb os,diamau,clir,i gadarnhau,yn ddiau,diamheuol,anochel,diddadl,penodol,yn sicr,dibetrus,yn bendant,ffyddiog,argyhoeddedig,diogel,amlwg,heb amheuaeth,diamwys,di-ddadl,eglur,di-os,diymwad,di-ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sych,cras,crimp,sychedig,crin,hysb,sychlyd,dadhydredig,diffaith,diffrwyth,tir sych,dihysbyddu,pridd sych,wedi sychu,toes sych,diflas,noeth,sychu,paent sych,anhydrus,crablyd,caled,brechdan sych,hen,tywydd sych,crebachlyd,llychryd,anial,dysychedig,diflas,digywilydd,undonog,dwl,syml,anniddorol,syrffedus,digellwair,anhwylus,chwerw,digyffro,dihiwmor,sarrug,sychlyd,adroddiadol,plaen,swta,dienaid,annymunol,fflat,anfanwl,anemosiynol,diserch,llwm,anghwrtais,surbwch,dieneiniad,tawel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
syfrdanol,trawiadol,anhygoel,hardd,rhyfeddol,del,ysblennydd,nodedig,gwyrthiol,hyfryd,hynod,pert,aruthrol,prydferth,golygus,hudolus,disglair,arbennig,gwych,cyfrwys,annisgwyl,dengar,campus,tlws,eithriadol,lloriol,anghyffredin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
symud,mynd,mudo,ymfudo,gadael,cychwyn,cerdded,symudiad,adleoli,newid,teithio,cario,syflyd,dringo,ailgartrefu,newid lleoliad,ysgogi,gwthio,mynd o le i le,symud i rhywle,mudiant,rhodio,cynnig,cyffroi,disodli,cynhyrfu,gweithred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
tafarn,tafarndy,gwesty,bar,llety,cymdeithasu,tafarn win,dioty,sefydliad yfed,tŷ tafarn,tafarn goffi,tŷ  tafarn,adeilad,tŷ cyhoeddus,adeilad â thrwydded i werthu diodydd,salwn,bwyty,alcohol,salŵn,lleoliad,lolfa,adeilad sy'n darparu diodydd,diod,bragdy,uniad,lle bwyta,bwyd,yfed,bwyta,tafranwr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
tebyg,cyfatebol,unwedd,cyffelyb,unfath,fel,cyflun,cymaradwy,o'r un fath,cymharol,o'r un natur,yr un peth,megis,cyfryw,cyfartal,hafal,cyflenwol,cydweddu,cytras,lliwiau tebyg,perthynol,pur debyg,chwiorydd tebyg,mwy na thebyg,agos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
teimlad,emosiwn,ymdeimlad,angerdd,ymwybyddiaeth,swmpiad,blin,naws,ymwybodol,agwedd,cydymdeimlad,greddf,synnwyr,canfod,cred,ymwybod,meddyliau,serch,synhwyriad,cyffwrdd,ymateb emosiynol,adwaith,natur,cyflwr meddwl,cyffyrddiad,canfyddiad,angerddol,hapus,hydeimledd,trist,ymateb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
teimlo,cyffwrdd,profi,synhwyro,naws,swmpo,byseddu,dideimlad,dan deimlad,emosiynau,teimlad,teimlo emosiwn,ymdeimlo,defnyddio emosion,synhwyro rhywbeth,ymdeimlad,meddyliau,dal,teimlo naws,trin,teimlo awyrgylch,credu,swynnwyr,arwa,ymgyfarwyddo,meddwl,defnyddio emosiwn,emosiwn,awyrgylch,dandeimlad,bodio,dangos empathi,canfod,hapus,dioddef,trist,bywyd,ymbalfalu,blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
teipio,ysgrifennu,cofnodi,trawsgrifio,printio,dosbarthu,mynegi,argraffu,nodi,ysgrifennu ar ffôn,ysgrifennydd,categoreiddio,ysgrifennu ar gyfrifiadur,nodiadau,cynhyrchu,copio,adroddiad,llythyru,mewnbynnu rhywbeth,symbolau,tecstio,electronig,ebsotio,teipio ar gyfrifiadur,teipio ar liniadur,grwpio,gwaith gweinyddol,siarad,cyfleu,sgwrsio,math,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
teledu,rhaglen,fideo,set deledu,sgrin,adloniant,sianel deledu,llun,difyrrwch,darlledu,adloniant gweledol a chlywedol,sgrinio,rhaglen deledu,teledydd,teledu cêbl,ffilm,rhaglenni,gwylio'r teledu,teledu digidol,gwylio,edrych ar y teledu,drama deledu,pictiwr,ffuglen,cyfryngau,gwasanaethau ffrydio,sain,ffeithiol,telediad,derbynnydd,actorion,cyflwyno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
teulu,llwyth,perthnasau,llinach,gwehelyth,tylwyth,perthynas,rhieni,gwaedoliaeth,grwp,grŵp,perthynasau,perthyn,llinach o bobl,aelwyd,tŷ,cartref,mam,pobl sy'n perthyn,tad,hil,adref,teulu brenhinol,teulu estynedig,brodyr,brawd,tras,teulu un rhiant,ach,plant,chwiorydd,chwaer,ffrindiau,teulu yng nghyfraith,taid a nain,cyndadau,uned,ceraint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
to,cronglwyd,nenfwd,nen,brig,gorchudd,cysgod,lloches,canopi,ty,mochel,to gwastad,tŷ,cysgodi,cysgod ar adeilad,to helm,toi,adeilad,to gwellt,cysgodfa,rhan o adeilad,to cribog,to llechi,haen,cartref,cenhedlaeth,cyfoedion,creadigaeth,pobl,ieuenctid,cyfnod,oes,cenhedliad,llinach,to hŷn,cenedl,to o bobl,yr hen do,generediad,ffurfiant,henoed,y to hŷn,teulu,hunaniaeth,y to iau,teuluoedd,tarddiad,cenhedlu,perthyn,y to ifanc,atgenhedlu,poblogaeth,oed,epiliad,cymdeithas,siliad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
tro,cylchdro,troad,cylch,troi,cylchdroad,cylchdroi,cylchred,plygiad,troadau,newid,cornel,gwyriad,trosi,troelli,gwyrdroad,cyfle,trofa,cwmpas,dirdro,amgylchynnu,troell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
troi,trosi,troelli,newid,cylchdroi,symud,styrbio,cylch,troi allwedd,dymchwelyd,chwyrlïo,troi tudalen,amgylchu,rholio,troi drosodd,ongli,diflasu,tro,troi cornel,colynnu,troi golau,aredig,cyfeiriad,crwydro,troad,chwyldroi,symudiad,cymysgu,newid cyfeiriad,treiglo,rownd,cromlin,gweithred,cyfieithu,gweithgaredd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
tybio,meddwl,rhagdybio,synio,amau,ystyried,credu,dychmygu,gobeithio,amcanu,dyfalu,disgwyl,damcaniaethu,coelio,rhagfarnu,barnu,deallt,synied,tybio,gwnued,cogio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
tynnu,llusgo,atynnu,denu,bachu,tynnu cyhyr,cipio,plycio,halio,tynnu rhaff,symud,hudo,tyniad,cael gwared,tynnu rhwyf,tynfa,rhwygo,casglu,cludo,dylanwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
tŷ,cartref,aelwyd,adeilad,preswylfa,tafarndy,tŷ,fflat,anheddfa,bwthyn,tŷ bach,adref,cynefin,trigfan,tŷ cyffredin,llety,llys,ty sengl,byngalo,cyfannedd,ty teras,mebyd,plasdy,plas,annedd,lloches,ty haf,cwmni,bwythyn,senedd,ty'r meirw,tyddyn,tŷ sengl,teulu,ty gwydr,ffermdy,corff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
uchel,tal,serth,mawreddog,mynyddig,fry,hir,pell o'r llawr,mawr,adeilad uchel,uchel yn yr awyr,anferth,ymgodol,safonau uchel,uwch,tyrog,dyrchafedig,dwys,gradd uchel,swydd uchel,enfawr,pell,mynyddog,cawraidd,cost uchel,amrylawr,aml-lawr,nendwr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
unig,ynysig,anghyfannedd,anghysbell,ar ei ben ei hun,diffaith,ben ei hun,amddifad,sengl,hiraethus,ar ben ei hun,anghyraeddadwy,wrtho'i hun,unigol,hunan,datgysylltiedig,diarfordd,meudwy,eithr,digyfaill,diarffordd,unigedd,dim ond,annibynnol,meudwyaidd,anhysbell,unawd,gwag,neb,pell,gweddw,wrtho'i hunan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
union,syth,uniongyrchol,agored,unionsyth,priodol,gwir,plaen,penodol,gonest,cymwys,clir,sbesiffig,rheoli,diwyro,manwl,addas,gorchymyn,diffuant,cyfiawn,didwyll,diduedd,trachywir,syml,unionlin,anhyblyg,sianelu,cyfreithlon,hollol,dyledus,llywyddu,llinellol,cywir,cyfarwyddo,teg,plwmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
wythnos,cyfnod,amser,wythnosol,adeg,dyddiau,dwywaith yr wythnos,dydd sadwrn,cyfres o ddiwrnodau,cyfnod o saith diwrnod,saith niwrnod,saith diwrnod,penwythnos,oes,pythefnos,achlysur,cyfnod o amser,dyddiad,diwrnodau,dydd llun,wythnos waith,wythnos y dioddefaint,gwyliau,dydd mawrth,wythnos y pasg,o wythnos i wythnos,dydd mercher,noswaith,bob wythnos,dydd iau,o fewn yr wythnos,dydd gwener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ysgol,ysgol gynradd,ysgol uwchradd,ysgol feithrin,ysgol gyfun,sefydliad addysgol,academi,ysgol breifat,ysgol sul,sefydliad addysg,prifysgol,ysgol breswyl,dosbarth,coleg,addysg,ysgol ramadeg,ysgol briefat,ysgolion,sefydiad addysgiadol,sefydliad addysgiadol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ystod,amrediad,amrywiaeth,amrywiad,cwmpas,casgliad,dewis,sbectrwm,parhad,detholiad,graddfa,ymestyn,rhychwant,arfod,dewis eang o,rhes,cymysgedd,lled,mesuro,ystod gwahanol o,hyd,eang,cymysgedd gwahanol o,ystod,band,cwrs,cynhwysedd,cyfnod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
